name	method	return_type	entity_set	n_params	params
CanEditDelete	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), profissionalId:Edm.String, escritorioId:Edm.String
CanCancelEsc	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), profissionalId:Edm.String, pastafisicaId:Edm.String
CreateNotificationCancel	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), usuarioId:Edm.String, solicitacoesId:Edm.String
DeleteMovimentacoes	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), pastaFisicaId:Edm.String, profissionalId:Edm.String
GerarReport	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), reportId:Edm.String, reportData:Edm.String, extensao:Edm.String
EmprestarPelaSolicitacao	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), idSolicitacao:Edm.String, usuarioId:Edm.String, dataEmprestimo:Edm.DateTimeOffset
InativaLote	GET			6	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), dados:Edm.String, dataInativa:Edm.DateTimeOffset, numeroCaixa:Edm.String, depositoId:Edm.String, usuarioId:Edm.String
Vincular	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), listLink:Edm.String, listUnlink:Edm.String, assuntoId:Edm.String, desdobramentoId:Edm.String
SolicitacaoPastaFisica	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), ids:Edm.String, profissional:Edm.String, dataPrevisaoDevolucao:Edm.DateTimeOffset
SolicitarPastaFisica	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPastaFisicaView), solicitanteId:Edm.String, casoId:Edm.String, pastaId:Edm.String
SaveExcelValues	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPedidoView), inserts:Edm.String, mapearDependentes:Edm.Boolean, assuntoId:Edm.String
GetTotalValuesGroupedByParcela	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPedidoView), assuntoId:Edm.String
GetTotalValuesGroupedByParcelaTributosLote	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPedidoView), assuntoId:Edm.String
ProtocolarPeticionamento	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPeticionamentoEletronicoView), peticaoId:Edm.String
ContaFinanceiraSuggestion	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPlanoContasView), nvl:Edm.String, fatherId:Edm.String, fatherContaFinanceira:Edm.String
Actions	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPlanejamentoOrcamentoView), id:Edm.String, action:Edm.String
FinalizarVigencia	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPlanejamentoOrcamentoView), id:Edm.String, reprovarDespesas:Edm.Boolean
GerarNovaVersao	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPlanejamentoOrcamentoView), id:Edm.String, motivo:Edm.String, cancelarPlanejamento:Edm.Boolean, copiarItensSistema:Edm.Boolean
NovoAno	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPlanejamentoOrcamentoView), ano:Edm.String
CheckDiscrepancia	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPlanejamentoOrcamentoView), planejamentoId:Edm.String
RegistrationData	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPosicaoFinanceiraCasoView), casoId:Edm.String
GetDate	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPosicaoFinanceiraCasoView), escritorioId:Edm.String
GetFilters	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaView)
IsProtheusDlldLoaded	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaView)
ConvertValue	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaView), moedaFromId:Edm.String, moedaToId:Edm.String, preFaturaId:Edm.String, value:Edm.Decimal
GetTotalExcedidoCasos	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaView), preFaturaId:Edm.String
getCasosWithFluxo	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaView), preFaturaId:Edm.String
ComporRedacaoFromCaso	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), preFaturaId:Edm.String
ComporRedacaoFromFatura	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), preFaturaId:Edm.String, faturaId:Edm.String
ReplicarRedacaoCasoFromCaso	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), preFaturaId:Edm.String, preFaturaCasoId:Edm.String
ReplicarRedacaoCasoFromPreFatura	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), preFaturaId:Edm.String
EnviarParaFaturamento	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), ids:Edm.String, observacao:Edm.String, situacaoRetornoId:Edm.String, politicaDesconto:Edm.String
QuantidadeNovosLancamentos	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), preFaturaCasoId:Edm.String
UpdateTotalWO	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), preFaturaCasoId:Edm.String
TransferirLancamento	GET			9	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), ids:Edm.String, casoDest:Edm.String, tipoLancamento:Edm.String, eBillingAtividadeId:Edm.String, eBillingFaseId:Edm.String, eBillingTarefaId:Edm.String, eBillingDocumentoId:Edm.String, clienteAtualId:Edm.String
MarcarComoRevisado	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), ids:Edm.String
AdicionarInstrucaoParticularidade	GET			6	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), instrucao:Edm.String, preFaturaId:Edm.String, preFaturaCasoId:Edm.String, casoId:Edm.String, preFaturaDespesaId:Edm.String
AtualizarFluxoRevisores	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), preFaturaCasosIds:Edm.String, newRevisorId:Edm.String
GetQtdFromQuery	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView)
GetQuantidadeCasoPorSituacao	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaCasoView), preFaturaId:Edm.String, filterRevisor:Edm.String
MarcarComoAcumulado	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaDespesaView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String
MarcarComoIndevido	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaDespesaView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String
MarcarComoNaoCobravel	GET			6	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaDespesaView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String, observacao:Edm.String, motivoWoId:Edm.String
MarcarComoWO	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaDespesaView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String, observacao:Edm.String
IncluirNovaDespesa	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaDespesaView), ids:Edm.String, preFaturaId:Edm.String, preFaturaCasoId:Edm.String
MarcarComoAcumulado	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTabeladoView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String
MarcarComoIndevido	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTabeladoView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String
MarcarComoNaoCobravel	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTabeladoView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String
MarcarComoWO	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTabeladoView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String, observacao:Edm.String
IncluirNovoTabelado	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTabeladoView), ids:Edm.String, preFaturaId:Edm.String, preFaturaCasoId:Edm.String
MarcarComoRevisado	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTimesheetView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String
MarcarTodosComoRevisado	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTimesheetView), preFaturaId:Edm.String, preFaturaCasoId:Edm.String, value:Edm.String
MarcarComoAcumulado	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTimesheetView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String
MarcarComoIndevido	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTimesheetView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String, observacao:Edm.String
MarcarComoNaoCobravel	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTimesheetView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String
ZerarLancamentos	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTimesheetView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String
TransferirCaso	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTimesheetView), ids:Edm.String, caso_id:Edm.String, prefatura_caso_id:Edm.String
IncluirNovoTimesheet	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTimesheetView), ids:Edm.String, preFaturaId:Edm.String, preFaturaCasoId:Edm.String
MarcarComoWO	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreFaturaTimesheetView), ids:Edm.String, value:Edm.String, preFaturaCasoId:Edm.String, observacao:Edm.String
ModulosPreferencia	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreferenciaView)
GetUserPreferences	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPreferenciaView), userId:Edm.String
Copy	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaView), prestacaoContaId:Edm.String
ActionSendToApproval	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaView), prestacaoContaId:Edm.String
CancelReprovedItens	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaView), prestacaoContaId:Edm.String
Reenviar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaItemView), prestacaoItemId:Edm.String
Cancelar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaItemView), prestacaoContaItemId:Edm.String
QueryParticularidadeDespesa	GET			6	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPrestacaoContaItemView), tipoDespesaId:Edm.String, clienteId:Edm.String, casoId:Edm.String, dataDespesa:Edm.DateTimeOffset, prestacaoContaId:Edm.String
AccessibleProfessionals	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProfissionalView)
SaveColor	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProfissionalView), profissionalId:Edm.String, color:Edm.String
SaveProfileImage	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProfissionalView), profissionalId:Edm.String, imageBase64:Edm.String
RemoveProfileImage	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProfissionalView), profissionalId:Edm.String
AlterarOAB	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProfissionalView), oab:Edm.String, profissionalId:Edm.String
InsertFilteredIntoQueue	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoGerenciaProjecaoView)
AprovarFilteredIntoQueue	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoGerenciaProjecaoView)
InserirEmLote	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjecaoView), planejamentoId:Edm.String
ExcluirEmLote	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjecaoView)
DistribuirValor	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), id:Edm.String, valor:Edm.String
ItensParaAprovacao	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), id:Edm.String
Aprovar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), ids:Edm.String
RefazerResponsaveis	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), id:Edm.String
CancelarItem	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), id:Edm.String
CalcularValor	GET			17	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), id:Edm.String, valor:Edm.String, percent:Edm.String, mesRef:Edm.String, valor1:Edm.String, valor2:Edm.String, valor3:Edm.String, valor4:Edm.String, valor5:Edm.String, valor6:Edm.String, valor7:Edm.String, valor8:Edm.String, valor9:Edm.String, valor10:Edm.String, valor11:Edm.String, valor12:Edm.String
Save	GET			14	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), id:Edm.String, valor1:Edm.String, valor2:Edm.String, valor3:Edm.String, valor4:Edm.String, valor5:Edm.String, valor6:Edm.String, valor7:Edm.String, valor8:Edm.String, valor9:Edm.String, valor10:Edm.String, valor11:Edm.String, valor12:Edm.String
AprovarByIds	GET			8	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), idsGer:Edm.String, idsNotGrupo:Edm.String, idsGrupo:Edm.String, idsNotEscr:Edm.String, idsEscr:Edm.String, idsNotItem:Edm.String, idsItem:Edm.String
ReprovarByIds	GET			9	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), idsGer:Edm.String, idsNotGrupo:Edm.String, idsGrupo:Edm.String, idsNotEscr:Edm.String, idsEscr:Edm.String, idsNotItem:Edm.String, idsItem:Edm.String, motivo:Edm.String
AprovarByFilter	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), filters:Edm.String
AtualizarNatureza	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoItemView), id:Edm.String, planoContasId:Edm.String
Actions	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoResumoView), id:Edm.String, action:Edm.String
ExcluirProjeto	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoResumoView), ids:Edm.String
NovoProjeto	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoResumoView), idGerencias:Edm.String, nome:Edm.String, idPlan:Edm.String
CopiarProjeto	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoResumoView), id:Edm.String, nome:Edm.String
EditarProjeto	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoResumoView), idGerencias:Edm.String, nome:Edm.String, idProjeto:Edm.String
AjustarValor	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoResumoView), ids:Edm.String, percent:Edm.String, motivo:Edm.String, operacao:Edm.String
AjustarValorFilter	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultProjetoResumoView), percent:Edm.String, motivo:Edm.String, operacao:Edm.String
SimpleCountAndUpdate	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPendenciasDiariaView), DataAfter:Edm.DateTimeOffset, DataBefore:Edm.DateTimeOffset
EmailUpdate	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPendenciasDiariaView), DataAfter:Edm.DateTimeOffset, DataBefore:Edm.DateTimeOffset
EmailCount	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPendenciasDiariaView), DataAfter:Edm.DateTimeOffset, DataBefore:Edm.DateTimeOffset
MarcarExcluido	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPendenciasDiariaView), IdPendencia:Edm.String
GetNotificacao	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultPendenciasDiariaView), IdPendencia:Edm.String
GetFieldsData	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRelatorioParamView), reportId:Edm.String, managedProfissional:Edm.String
GenerateReport	GET			7	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRelatorioParamView), reportId:Edm.String, reportData:Edm.String, reportModelId:Edm.String, context:Edm.String, reportLocaleParam:Edm.String, extensao:Edm.String
GenerateProcessosReport	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRelatorioParamView), reportId:Edm.String, reportData:Edm.String, reportModelId:Edm.String
Remanejar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRemanejamentoProjetoView), remanejamentoData:Edm.String, projetoDestinoData:Edm.String
Aprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRequisicaoEscritorioView), ids:Edm.String, motivo:Edm.String
Reprovar	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRequisicaoEscritorioView), ids:Edm.String, motivo:Edm.String
Cancelar	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRequisicaoMaterialView), requisicaoMaterialId:Edm.String
Copy	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRequisicaoView), requisicaoEstoqueId:Edm.String
ReenviarRequisicao	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRequisicaoView), requisicaoId:Edm.String, requisicaoMaterialId:Edm.String
Cancel	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultReservaOrcamentoView), reservaId:Edm.String
Release	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultReservaOrcamentoView), reservaId:Edm.String
GetReservaByCentroCusto	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultReservaOrcamentoView), projetoId:Edm.String, grupoJuridicoId:Edm.String
BatchCancel	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultReservaOrcamentoView), reservaIds:Edm.String
CancelarRevisao	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoFixoView), revisaoIds:Edm.String
CancelarRevisao	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoFixoAlocacaoView), revisaoIds:Edm.String
CancelarRevisaoFixo	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoFinalizadoFixoView), id:Edm.String, tipo:Edm.String
SetDefaultView	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetGridView), preferencia:Edm.String
GetFilters	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetGridView)
MarcarComoWO	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetView), ids:Edm.String, observacao:Edm.String
MarcarComoAprovado	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetView), ids:Edm.String, value:Edm.String
MarcarComoReprovado	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetView), ids:Edm.String, value:Edm.String, motivos:Edm.String, observacao:Edm.String
MarcarComoNaoCobravel	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetView), ids:Edm.String, value:Edm.String
TransferirCaso	GET			8	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetView), ids:Edm.String, caso_id:Edm.String, eBillingFaseId:Edm.String, eBillingTarefaId:Edm.String, eBillingAtividadeId:Edm.String, eBillingDocumentoId:Edm.String, clienteAtualId:Edm.String
RevisaoTimesheetPendentesDataWorkingArea	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetView), prof_id:Edm.String
RevisaoTimesheetPendentesCountWorkingArea	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetView), prof_id:Edm.String
GetGroupSelectedTimesheets	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetView), selectedGroups:Edm.String
SetDefaultView	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoGridView), preferencia:Edm.String
GetFilters	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoGridView)
MarcarComoWO	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoView), ids:Edm.String, observacao:Edm.String
MarcarComoAprovado	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoView), ids:Edm.String, value:Edm.String
MarcarComoReprovado	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoView), ids:Edm.String, value:Edm.String, motivos:Edm.String, observacao:Edm.String
MarcarComoNaoCobravel	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoView), ids:Edm.String, value:Edm.String
TransferirCaso	GET			8	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoView), ids:Edm.String, caso_id:Edm.String, clienteAtualId:Edm.String, eBillingFaseId:Edm.String, eBillingTarefaId:Edm.String, eBillingAtividadeId:Edm.String, eBillingDocumentoId:Edm.String
RevisaoTimesheetPendentesDataWorkin gArea	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoView), prof_id:Edm.String
RevisaoTimesheetPendentesCountWorkingArea	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoView), prof_id:Edm.String
GetGroupSelectedTimesheets	GET			2	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetPorCasoView), selectedGroups:Edm.String
MarcarComoWO	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetFixoView), ids:Edm.String, observacao:Edm.String, casoId:Edm.String
EditarTempo	GET			7	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetFixoView), ids:Edm.String, emLote:Edm.Boolean, casoId:Edm.String, operacao:Edm.String, percentual:Edm.String, tempo:Edm.String
ZerarTimesheet	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetFixoView), ids:Edm.String, emLote:Edm.Boolean, casoId:Edm.String
MarcarComoRevisado	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetFixoView), ids:Edm.String, value:Edm.String
MarcarComoNaoCobravel	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetFixoView), ids:Edm.String, value:Edm.String
TransferirCaso	GET			8	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetFixoView), ids:Edm.String, caso_id:Edm.String, eBillingFaseId:Edm.String, eBillingTarefaId:Edm.String, eBillingAtividadeId:Edm.String, eBillingDocumentoId:Edm.String, clienteAtualId:Edm.String
FinalizarRevisao	GET			6	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetFixoView), casoId:Edm.String, periodoInicial:Edm.DateTimeOffset, periodoFinal:Edm.DateTimeOffset, situacaoRetornoId:Edm.String, marcarTodosComoRevisado:Edm.Boolean
GetAllFromQuery	GET			1	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRevisaoTimesheetFixoView)
LoadValorTrabalhadoCaso	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultRateioGerencialView), casoId:Edm.String, anoMesInicial:Edm.String, anoMesFinal:Edm.String
LoadValorFaturadoCaso	GET			4	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSaldoFaturaView), casoId:Edm.String, dataInicial:Edm.String, dataFinal:Edm.String
Transferir	GET			5	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSobreporVigenciaView), transferItens:Edm.String, groupTotal:Edm.String, idPlanejamentoNovo:Edm.String, includeConflict:Edm.Boolean
Sobrepor	GET			3	bindingParameter:Collection(Juritis.LegalDesk.ViewModel.Cadastro.DefaultSobreporVigenciaView), idPlanejamentoVigente:Edm.String, idPlanejamentoNovo:Edm.String
